Season,Climate,City,Building type,Cooling startegy,Age,Sex,Thermal sensation,Thermal sensation acceptability ,Thermal preference,Air movement preference,PMV,PPD,Clo,Met,Air temperature (°C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (°C)
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.0,5.0,0.7,1.0,25.1,50.0,0.22,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,No Change,less,-0.1,5.0,0.66,1.0,25.1,50.0,0.22,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,less,-0.1,5.0,0.64,1.0,25.1,50.0,0.22,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.0,5.0,0.7,1.0,25.1,50.0,0.22,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,No Change,more,0.5,10.0,0.97,1.0,25.1,50.0,0.22,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.6,13.0,0.95,1.0,25.2,50.0,0.09,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.3,7.0,0.72,1.0,25.2,50.0,0.09,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,no change,0.6,14.0,0.97,1.0,25.2,50.0,0.09,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,more,0.4,8.0,0.75,1.0,25.7,50.0,0.01,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,more,0.2,6.0,0.64,1.0,25.7,50.0,0.01,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.4,9.0,0.7,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.3,7.0,0.64,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,No Change,no change,0.4,9.0,0.7,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.4,9.0,0.7,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Warmer,no change,0.3,7.0,0.64,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.4,9.0,0.7,1.0,25.7,50.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,-0.3,7.0,0.72,1.0,25.6,50.0,0.54,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,1.0,26.0,0.72,1.0,27.8,46.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,more,1.7,60.0,0.59,2.0,27.8,46.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.9,23.0,0.66,1.0,27.8,46.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,1.0,26.0,0.72,1.0,27.8,46.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,1.0,26.0,0.72,1.0,27.8,46.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.6,12.0,0.7,1.0,26.9,39.0,0.04,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.6,12.0,0.7,1.0,26.9,39.0,0.04,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.6,12.0,0.7,1.0,26.9,39.0,0.04,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,less,0.5,10.0,0.64,1.0,26.9,39.0,0.04,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.6,12.0,0.7,1.0,26.9,39.0,0.04,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.7,14.0,0.7,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,less,0.9,20.0,0.84,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,less,1.0,26.0,0.97,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,No Change,no change,1.0,26.0,0.97,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,13.0,0.66,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,0.6,13.0,0.66,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,15.0,0.72,1.0,27.4,43.0,0.03,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,No Change,no change,0.8,18.0,0.72,1.0,27.5,43.0,0.01,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.8,18.0,0.7,1.0,28.0,48.0,0.24,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,no change,0.8,18.0,0.7,1.0,28.0,48.0,0.24,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,1.1,29.0,0.64,1.0,28.6,46.0,0.01,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,no change,0.6,13.0,0.7,1.0,28.3,50.0,0.59,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,no change,0.6,13.0,0.7,1.0,28.3,50.0,0.59,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.6,13.0,0.66,1.0,27.6,46.0,0.18,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.6,13.0,0.66,1.0,27.6,46.0,0.18,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,14.0,0.64,1.0,27.2,43.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,17.0,0.7,1.0,27.2,43.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.7,14.0,0.64,1.0,27.2,43.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,14.0,0.64,1.0,27.2,43.0,0.02,30.8
Winter,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.7,17.0,0.7,1.0,27.2,43.0,0.02,30.8
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.1,5.0,0.66,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.0,5.0,0.64,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.2,5.0,0.7,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.2,6.0,0.75,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Warmer,more,0.2,6.0,0.72,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,0.2,5.0,0.7,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,0.2,6.0,0.75,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,0.2,5.0,0.7,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,more,0.2,6.0,0.75,1.0,25.3,50.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,1.2,33.0,0.66,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,no change,1.2,36.0,0.72,1.0,28.6,42.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.0,26.0,0.7,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,1.0,27.0,0.72,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.0,27.0,0.72,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,1.0,27.0,0.72,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.0,27.0,0.72,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.9,24.0,0.66,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,1.0,27.0,0.72,1.0,28.3,44.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,more,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Warmer,no change,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,Warmer,less,0.6,12.0,0.72,1.0,27.1,42.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,0.7,15.0,0.64,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,no change,0.8,18.0,0.7,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,Warmer,more,0.8,19.0,0.72,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,1.0,1.0,Cooler,more,1.1,30.0,0.97,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,more,0.8,19.0,0.72,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,Warmer,no change,0.8,17.0,0.68,1.0,27.0,43.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-3.0,0.0,Warmer,less,0.3,8.0,0.72,1.0,26.7,59.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.3,7.0,0.7,1.0,26.7,59.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.3,7.0,0.7,1.0,26.7,59.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.2,6.0,0.64,1.0,26.7,59.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,more,0.2,6.0,0.65,1.0,26.7,59.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,-0.2,6.0,0.64,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,-0.2,6.0,0.66,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,-0.1,5.0,0.7,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,-0.3,6.0,0.62,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,less,-0.1,5.0,0.72,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,-0.1,5.0,0.72,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,less,-0.2,6.0,0.66,1.0,20.8,59.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.1,5.0,0.64,1.0,26.9,60.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.1,5.0,0.66,1.0,26.9,60.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.0,26.0,0.72,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.0,26.0,0.72,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,more,1.0,28.0,0.75,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,more,1.0,28.0,0.75,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.9,21.0,0.64,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,no change,1.0,25.0,0.7,1.0,27.2,69.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,2.3,88.0,0.72,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,2.3,87.0,0.7,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,2.2,86.0,0.64,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,2.2,86.0,0.64,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,2.4,91.0,0.9,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,2.4,91.0,0.9,1.0,31.6,66.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,2.2,87.0,0.75,1.0,31.4,68.0,0.21,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,less,2.2,85.0,0.64,1.0,31.4,68.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,2.2,85.0,0.64,1.0,31.4,68.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,2.3,87.0,0.7,1.0,31.4,68.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,2.3,87.0,0.7,1.0,31.4,68.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,2.3,88.0,0.64,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,2.4,90.0,0.75,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,2.4,90.0,0.75,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,less,2.3,88.0,0.64,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,2.4,92.0,0.9,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,2.4,90.0,0.75,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,no change,2.4,90.0,0.75,1.0,31.8,67.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.1,5.0,0.72,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.2,6.0,0.75,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.2,6.0,0.75,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.2,6.0,0.75,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,0.0,Warmer,no change,0.2,6.0,0.75,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.5,10.0,0.97,1.0,25.8,45.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,No Change,no change,-0.1,5.0,0.79,1.0,24.2,48.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,more,-0.3,7.0,0.66,1.0,24.2,48.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.2,6.0,0.97,1.0,24.2,48.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,-0.2,6.0,0.7,1.0,24.2,48.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,less,-0.2,6.0,0.7,1.0,24.2,48.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,-0.2,6.0,0.75,1.0,26.2,41.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,-0.2,6.0,0.72,1.0,26.2,41.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,Cooler,more,-0.4,8.0,0.64,1.0,26.2,41.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,no change,0.6,13.0,0.75,1.0,28.6,44.0,0.21,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,no change,0.6,12.0,0.72,1.0,28.6,44.0,0.21,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,0.2,6.0,0.62,1.0,26.2,53.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,0.0,Warmer,no change,0.3,7.0,0.65,1.0,26.2,53.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,2.0,1.0,Cooler,more,0.3,7.0,0.64,1.0,26.2,53.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Cooler,more,0.3,7.0,0.64,1.0,26.2,53.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,No Change,more,-0.4,8.0,0.64,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,2.0,1.0,Cooler,more,-0.4,8.0,0.64,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,Cooler,more,-0.3,7.0,0.7,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Cooler,more,-0.4,8.0,0.64,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,3.0,1.0,Cooler,more,-0.3,7.0,0.7,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-2.0,1.0,Warmer,more,-0.2,6.0,0.74,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,-0.4,8.0,0.64,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,0.0,Warmer,more,-0.4,8.0,0.64,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,more,-0.3,7.0,0.7,1.0,23.6,50.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,3.0,0.0,Cooler,more,0.9,24.0,0.7,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,0.9,21.0,0.64,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,0.0,No Change,more,0.9,21.0,0.64,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,0.9,21.0,0.64,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,2.0,1.0,Cooler,more,0.9,21.0,0.64,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,0.0,No Change,no change,0.9,21.0,0.64,1.0,28.3,49.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,2.0,1.0,Cooler,more,0.4,8.0,0.62,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,0.6,11.0,0.73,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,more,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,no change,0.4,8.0,0.62,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,more,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,no change,0.4,8.0,0.62,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,more,0.4,8.0,0.62,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,no change,0.5,10.0,0.68,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,more,0.4,8.0,0.62,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,0.4,8.0,0.63,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,2.0,0.0,Cooler,more,0.4,8.0,0.63,1.0,26.9,47.0,0.22,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.4,9.0,0.75,1.0,24.9,47.0,0.1,30.4
